"Date","FullDate","RH","AirTemp","SoilTemp","Rainfall","DewPoint","GustSpeed","LeafWetness","SoilMoisture","WindSpeed","WindDirection"
2020-06-24,"06/24/20 01:55:00",86.9,15.49,28.22,0,13.33,1,7.1,0.2824,0.3,279
2020-06-24,"06/24/20 02:00:00",86.7,15.46,28.2,0,13.27,1,7.1,0.2824,0.3,281
2020-06-24,"06/24/20 02:05:00",86.4,15.6,28.2,0,13.36,1,7.1,0.2824,0.7,281
2020-06-24,"06/24/20 02:10:00",86.2,15.6,28.17,0,13.32,1,7.1,0.2824,0.7,278
2020-06-24,"06/24/20 02:15:00",85.9,15.65,28.17,0,13.32,1,7.1,0.2821,0.3,279
2020-06-24,"06/24/20 02:20:00",85.6,15.56,28.15,0,13.17,1,6.5,0.2821,0.3,268
2020-06-24,"06/24/20 02:25:00",85.5,15.56,28.15,0,13.15,1,7.1,0.2821,0.3,263
2020-06-24,"06/24/20 02:30:00",85.4,15.56,28.12,0,13.13,1,7.1,0.2821,0.3,274
2020-06-24,"06/24/20 02:35:00",85.3,15.51,28.12,0,13.07,1,7.1,0.2821,0.3,218
2020-06-24,"06/24/20 02:40:00",85.3,15.49,28.1,0,13.05,1,7.1,0.2821,0.3,267
2020-06-24,"06/24/20 02:45:00",85.2,15.51,28.1,0,13.05,1,6.5,0.2821,0.7,278
2020-06-24,"06/24/20 02:50:00",85,15.58,28.07,0,13.09,1,6.5,0.2817,0.3,253
2020-06-24,"06/24/20 02:55:00",85,15.51,28.07,0,13.02,0.7,6.5,0.2821,0.3,272
2020-06-24,"06/24/20 03:00:00",85,15.56,28.05,0,13.06,1.3,6.5,0.2817,0.7,277
2020-06-24,"06/24/20 03:05:00",85.1,15.39,28.05,0,12.92,1,6.5,0.2817,0.3,260
2020-06-24,"06/24/20 03:10:00",85.3,15.34,28.02,0,12.91,1,6.5,0.2817,0.3,267
2020-06-24,"06/24/20 03:15:00",85.7,15.25,28.02,0,12.88,0.7,7.1,0.2817,0.3,267
2020-06-24,"06/24/20 03:20:00",85.8,15.1,28,0,12.76,0.7,7.1,0.2817,0,267
2020-06-24,"06/24/20 03:25:00",85.9,15.13,28,0,12.8,0.7,7.1,0.2813,0.3,267
2020-06-24,"06/24/20 03:30:00",86,15.08,27.97,0,12.77,0.7,7.1,0.2813,0,267
2020-06-24,"06/24/20 03:35:00",86.1,15.03,27.97,0,12.74,0.7,7.1,0.2813,0.3,267
2020-06-24,"06/24/20 03:40:00",86.3,15.03,27.95,0,12.78,0.7,7.1,0.2813,0,267
2020-06-24,"06/24/20 03:45:00",86.5,14.94,27.95,0,12.72,0.3,7.6,0.2813,0,267
2020-06-24,"06/24/20 03:50:00",87,14.77,27.92,0,12.64,0.3,8.8,0.2813,0,267
2020-06-24,"06/24/20 03:55:00",87.1,14.86,27.92,0,12.75,0.7,8.2,0.2813,0,267
2020-06-24,"06/24/20 04:00:00",87.4,14.82,27.9,0,12.76,0.7,8.8,0.2813,0.3,267
2020-06-24,"06/24/20 04:05:00",87.5,14.89,27.9,0,12.85,0.7,8.2,0.2813,0.3,267
2020-06-24,"06/24/20 04:10:00",87.4,14.79,27.87,0,12.74,0.3,8.2,0.281,0,267
2020-06-24,"06/24/20 04:15:00",87.7,14.72,27.87,0,12.72,0.3,11.2,0.281,0,267
2020-06-24,"06/24/20 04:20:00",88.2,14.55,27.85,0,12.64,0,24.1,0.281,0,267
2020-06-24,"06/24/20 04:25:00",88.6,14.51,27.85,0,12.66,0,72.4,0.281,0,267
2020-06-24,"06/24/20 04:30:00",88.9,14.53,27.85,0,12.74,0,73.5,0.281,0,267
2020-06-24,"06/24/20 04:35:00",89.3,14.58,27.83,0,12.85,0,75.3,0.281,0,267
2020-06-24,"06/24/20 04:40:00",89.7,14.48,27.8,0,12.83,0,81.2,0.2806,0,267
2020-06-24,"06/24/20 04:45:00",90.2,14.27,27.8,0,12.7,0,91.2,0.281,0,267
2020-06-24,"06/24/20 04:50:00",90.8,13.98,27.8,0,12.51,0,91.2,0.281,0,267
2020-06-24,"06/24/20 04:55:00",91.4,13.74,27.78,0,12.38,0,90.6,0.2806,0,267
2020-06-24,"06/24/20 05:00:00",91.9,13.62,27.75,0,12.34,0,90.6,0.2806,0,267
2020-06-24,"06/24/20 05:05:00",92.3,13.5,27.75,0,12.29,0,90.6,0.2806,0,267
2020-06-24,"06/24/20 05:10:00",92.7,13.47,27.73,0,12.33,0,90.6,0.2806,0,267
2020-06-24,"06/24/20 05:15:00",93.2,13.71,27.73,0,12.65,0,90.6,0.2806,0,267
2020-06-24,"06/24/20 05:20:00",92.8,14.03,27.7,0,12.89,0.3,91.2,0.2806,0,267
2020-06-24,"06/24/20 05:25:00",92.2,14.22,27.7,0,12.99,0.3,91.8,0.2803,0,267
2020-06-24,"06/24/20 05:30:00",91.8,14.29,27.7,0,12.99,0.3,91.8,0.2803,0,267
2020-06-24,"06/24/20 05:35:00",91.7,14.29,27.68,0,12.97,0.3,92.4,0.2803,0,267
2020-06-24,"06/24/20 05:40:00",91.6,14.27,27.68,0,12.93,0.3,92.4,0.2803,0,267
2020-06-24,"06/24/20 05:45:00",91.6,14.43,27.65,0,13.1,0.3,92.9,0.2803,0,267
2020-06-24,"06/24/20 05:50:00",91.3,14.51,27.63,0,13.12,0,93.5,0.2803,0,267
2020-06-24,"06/24/20 05:55:00",91.1,14.58,27.63,0,13.16,0.3,92.4,0.2803,0,267
2020-06-24,"06/24/20 06:00:00",91.1,14.62,27.6,0,13.21,0,88.2,0.2803,0,267
2020-06-24,"06/24/20 06:05:00",91.1,14.6,27.6,0,13.18,0.3,86.5,0.2803,0,267
2020-06-24,"06/24/20 06:10:00",91.1,14.6,27.58,0,13.18,0.7,85.3,0.2803,0,267
2020-06-24,"06/24/20 06:15:00",91.1,14.6,27.58,0,13.18,0.3,82.9,0.2803,0,267
2020-06-24,"06/24/20 06:20:00",91.3,14.55,27.58,0,13.17,0,84.1,0.2803,0,267
2020-06-24,"06/24/20 06:25:00",91.8,14.39,27.55,0,13.09,0,88.8,0.2803,0,267
2020-06-24,"06/24/20 06:30:00",92.1,14.34,27.53,0,13.09,0,86.5,0.2803,0,267
2020-06-24,"06/24/20 06:35:00",92.3,14.19,27.53,0,12.98,0,92.4,0.28,0,267
2020-06-24,"06/24/20 06:40:00",92.8,14.03,27.51,0,12.89,0,94.7,0.28,0,267
2020-06-24,"06/24/20 06:45:00",93,13.95,27.51,0,12.86,0,94.7,0.28,0,267
2020-06-24,"06/24/20 06:50:00",93.3,13.95,27.51,0,12.91,0,94.7,0.28,0,267
2020-06-24,"06/24/20 06:55:00",93.8,14,27.48,0,13.04,0,94.7,0.28,0,267
2020-06-24,"06/24/20 07:00:00",93.7,14.24,27.48,0,13.26,0.3,94.7,0.28,0,225
2020-06-24,"06/24/20 07:05:00",93.4,14.41,27.46,0,13.37,0,88.8,0.28,0,215
2020-06-24,"06/24/20 07:10:00",93.2,14.65,27.46,0,13.58,0.3,82.9,0.28,0,216
2020-06-24,"06/24/20 07:15:00",92.8,14.82,27.43,0,13.68,0.3,77.1,0.2796,0,183
2020-06-24,"06/24/20 07:20:00",92.5,15.01,27.43,0,13.82,0.3,70,0.2796,0,185
2020-06-24,"06/24/20 07:25:00",92.3,15.13,27.41,0,13.9,0,68.2,0.28,0,185
2020-06-24,"06/24/20 07:30:00",91.8,15.41,27.41,0,14.1,0.7,57.1,0.2796,0,184
2020-06-24,"06/24/20 07:35:00",91.4,15.68,27.41,0,14.3,0.7,41.8,0.2796,0,191
2020-06-24,"06/24/20 07:40:00",90.3,16.01,27.38,0,14.44,1,14.1,0.2796,0.3,233
2020-06-24,"06/24/20 07:45:00",89.8,16.27,27.38,0,14.61,1,10.6,0.2796,0.3,244
2020-06-24,"06/24/20 07:50:00",89.1,16.56,27.36,0,14.77,1,9.4,0.2796,0.3,277
2020-06-24,"06/24/20 07:55:00",88,16.87,27.36,0,14.89,1,8.2,0.2796,0.3,250
2020-06-24,"06/24/20 08:00:00",87.4,17.06,27.36,0,14.97,1.3,8.2,0.2796,0.3,250
2020-06-24,"06/24/20 08:05:00",86.8,17.22,27.33,0,15.03,1.3,7.6,0.2796,0.3,250
2020-06-24,"06/24/20 08:10:00",85.8,17.42,27.33,0,15.03,1,7.1,0.2796,0.7,265
2020-06-24,"06/24/20 08:15:00",85.4,17.58,27.33,0,15.12,1.3,7.1,0.2796,0.7,254
2020-06-24,"06/24/20 08:20:00",85.1,17.77,27.31,0,15.26,1.3,7.1,0.2796,0.7,285
2020-06-24,"06/24/20 08:25:00",84.8,17.91,27.31,0,15.34,1.3,7.1,0.2796,0.7,244
2020-06-24,"06/24/20 08:30:00",84.7,18.08,27.31,0,15.49,1,6.5,0.2796,0.3,274
2020-06-24,"06/24/20 08:35:00",84,18.25,27.31,0,15.52,1,6.5,0.2796,0.7,261
2020-06-24,"06/24/20 08:40:00",83.2,18.44,27.28,0,15.56,2,6.5,0.2796,0.7,257
2020-06-24,"06/24/20 08:45:00",82,18.7,27.28,0,15.58,1.3,6.5,0.2793,0.7,244
2020-06-24,"06/24/20 08:50:00",81.9,18.68,27.28,0,15.54,1.3,5.9,0.2793,0.7,246
2020-06-24,"06/24/20 08:55:00",81,18.72,27.28,0,15.42,1.7,5.9,0.2793,0.7,275
2020-06-24,"06/24/20 09:00:00",80.8,18.72,27.28,0,15.38,1.7,5.9,0.2793,1,279
2020-06-24,"06/24/20 09:05:00",79.8,19.03,27.26,0,15.48,2.3,5.9,0.2793,0.7,257
2020-06-24,"06/24/20 09:10:00",80,19.32,27.26,0,15.8,1.3,5.3,0.2793,0.7,253
2020-06-24,"06/24/20 09:15:00",79.2,19.22,27.26,0,15.55,2,4.7,0.2793,0.7,284
2020-06-24,"06/24/20 09:20:00",79.1,19.22,27.26,0,15.53,1.7,4.7,0.2793,0.7,298
2020-06-24,"06/24/20 09:25:00",78.6,19.48,27.26,0,15.69,1.7,4.7,0.2793,0.7,279
2020-06-24,"06/24/20 09:30:00",78.7,19.96,27.26,0,16.17,1.3,4.7,0.2793,0.7,267
2020-06-24,"06/24/20 09:35:00",77.2,19.94,27.26,0,15.84,1.7,4.7,0.2793,1,282
2020-06-24,"06/24/20 09:40:00",76.8,19.91,27.26,0,15.74,2.3,4.7,0.2793,1,281
2020-06-24,"06/24/20 09:45:00",76.8,20.36,27.26,0,16.18,1.3,4.7,0.2793,0.7,286
2020-06-24,"06/24/20 09:50:00",75.6,20.82,27.26,0,16.37,1.3,4.7,0.2793,0.7,271
2020-06-24,"06/24/20 09:55:00",74.4,20.56,27.26,0,15.87,1.7,4.7,0.2793,0.7,270
2020-06-24,"06/24/20 10:00:00",74.4,20.48,27.26,0,15.8,1.7,4.7,0.279,1,271
2020-06-24,"06/24/20 10:05:00",75.1,20.94,27.26,0,16.38,1.3,4.7,0.279,0.7,281
2020-06-24,"06/24/20 10:10:00",73.6,20.79,27.26,0,15.93,1.7,4.7,0.279,1,281
2020-06-24,"06/24/20 10:15:00",74.6,21.1,27.26,0,16.44,1.3,4.7,0.279,0.7,286
2020-06-24,"06/24/20 10:20:00",72.2,21.01,27.26,0,15.83,1.7,4.7,0.279,1,263
2020-06-24,"06/24/20 10:25:00",72.8,21.08,27.26,0,16.03,1.7,4.7,0.279,0.7,281
2020-06-24,"06/24/20 10:30:00",71.7,21.13,27.26,0,15.84,2,4.7,0.279,1,298
2020-06-24,"06/24/20 10:35:00",70.9,21.25,27.26,0,15.78,2,4.7,0.279,1,289
2020-06-24,"06/24/20 10:40:00",72.8,20.77,27.26,0,15.73,2,4.1,0.279,0.7,291
2020-06-24,"06/24/20 10:45:00",72.7,21.17,27.28,0,16.1,1.7,4.7,0.279,0.7,295
2020-06-24,"06/24/20 10:50:00",72.5,20.84,27.28,0,15.74,1.7,4.1,0.2786,1,272
2020-06-24,"06/24/20 10:55:00",71.9,21.68,27.28,0,16.41,1.3,4.1,0.2786,0.7,272
2020-06-24,"06/24/20 11:00:00",70.8,21.87,27.28,0,16.35,1.3,4.1,0.2786,0.7,236
2020-06-24,"06/24/20 11:05:00",71.2,21.49,27.31,0,16.07,1.7,4.1,0.2786,1,284
2020-06-24,"06/24/20 11:10:00",71.9,21.82,27.31,0,16.55,1.3,4.7,0.2786,0.7,272
2020-06-24,"06/24/20 11:15:00",70.5,22.06,27.31,0,16.47,1.7,4.7,0.2786,0.7,278
2020-06-24,"06/24/20 11:20:00",72.5,22.25,27.33,0,17.09,1,4.7,0.2783,0.7,316
2020-06-24,"06/24/20 11:25:00",69.9,22.08,27.33,0,16.35,2,4.7,0.2783,0.7,258
2020-06-24,"06/24/20 11:30:00",69.6,22.66,27.36,0,16.84,1.7,4.7,0.2783,0.7,270
2020-06-24,"06/24/20 11:35:00",69,21.91,27.38,0,15.99,1.3,4.7,0.2783,0.7,309
2020-06-24,"06/24/20 11:40:00",72.8,21.49,27.38,0,16.42,1,4.7,0.278,0.3,313
2020-06-24,"06/24/20 11:45:00",70.9,22.47,27.41,0,16.95,1.3,4.7,0.278,0.7,284
2020-06-24,"06/24/20 11:50:00",67.9,22.08,27.41,0,15.9,1.7,4.7,0.278,0.7,295
2020-06-24,"06/24/20 11:55:00",68.3,22.27,27.43,0,16.17,2,4.7,0.278,1,293
2020-06-24,"06/24/20 12:00:00",66,22.51,27.46,0,15.86,2.7,4.7,0.278,1,281
2020-06-24,"06/24/20 12:05:00",67.6,23.18,27.48,0,16.88,2,4.7,0.278,0.7,306
2020-06-24,"06/24/20 12:10:00",67.5,22.97,27.51,0,16.65,2,4.7,0.2776,0.7,286
2020-06-24,"06/24/20 12:15:00",66.2,22.35,27.51,0,15.75,2,4.1,0.2776,1,316
2020-06-24,"06/24/20 12:20:00",65.9,22.61,27.53,0,15.93,2.3,4.7,0.2776,1,285
2020-06-24,"06/24/20 12:25:00",65.6,23.06,27.55,0,16.29,1.3,4.7,0.2773,0.7,307
2020-06-24,"06/24/20 12:30:00",67.4,22.08,27.58,0,15.78,1.7,4.1,0.2773,0.3,115
2020-06-24,"06/24/20 12:35:00",69.1,20.82,27.58,0,14.96,1.3,4.1,0.2773,0.3,305
2020-06-24,"06/24/20 12:40:00",70.3,20.46,27.6,0,14.89,1.3,4.1,0.2773,0.7,296
2020-06-24,"06/24/20 12:45:00",70.4,20.89,27.63,0,15.32,2.7,4.1,0.277,0.7,306
2020-06-24,"06/24/20 12:50:00",68.5,21.15,27.65,0,15.15,2,3.5,0.277,1,298
2020-06-24,"06/24/20 12:55:00",71.2,21.68,27.68,0,16.25,1,4.1,0.277,0.3,6
2020-06-24,"06/24/20 13:00:00",69.9,22.8,27.68,0,17.04,1,4.1,0.277,0.3,260
2020-06-24,"06/24/20 13:05:00",67.9,21.72,27.7,0,15.56,1.7,4.1,0.277,0.7,338
2020-06-24,"06/24/20 13:10:00",67.7,20.67,27.73,0,14.51,1.7,3.5,0.2766,1,282
2020-06-24,"06/24/20 13:15:00",69.2,20.6,27.75,0,14.78,1.3,3.5,0.2766,0.7,299
2020-06-24,"06/24/20 13:20:00",69.5,20.7,27.78,0,14.94,1.7,3.5,0.2766,0.7,292
2020-06-24,"06/24/20 13:25:00",67.6,21.84,27.8,0,15.6,1.3,4.1,0.2766,0.3,292
2020-06-24,"06/24/20 13:30:00",64.5,23.14,27.83,0,16.1,1.7,4.7,0.2763,0.7,254
2020-06-24,"06/24/20 13:35:00",64,22.78,27.85,0,15.63,1.7,4.7,0.2763,1,277
2020-06-24,"06/24/20 13:40:00",62.4,23.09,27.85,0,15.53,1.3,4.7,0.2763,0.7,312
2020-06-24,"06/24/20 13:45:00",63.4,23.3,27.87,0,15.99,1.3,4.1,0.2763,0.3,292
2020-06-24,"06/24/20 13:50:00",62.3,22.37,27.9,0,14.83,1.3,4.1,0.2759,0.7,341
2020-06-24,"06/24/20 13:55:00",63.3,23.28,27.92,0,15.94,1.3,4.1,0.2759,0.7,341
2020-06-24,"06/24/20 14:00:00",60.1,22.23,27.92,0,14.14,1.7,4.1,0.2759,0.7,348
2020-06-24,"06/24/20 14:05:00",61.2,23.23,27.95,0,15.37,1.3,4.1,0.2756,0.7,314
2020-06-24,"06/24/20 14:10:00",60.5,23.04,27.97,0,15.01,2,4.1,0.2756,0.7,298
2020-06-24,"06/24/20 14:15:00",60.9,21.58,27.97,0,13.73,2.3,3.5,0.2756,1,282
2020-06-24,"06/24/20 14:20:00",61.3,22.87,28,0,15.05,2,3.5,0.2753,0.7,272
2020-06-24,"06/24/20 14:25:00",62.9,22.2,28.02,0,14.82,1.7,3.5,0.2753,0.7,243
2020-06-24,"06/24/20 14:30:00",59.7,21.37,28.02,0,13.23,2.3,3.5,0.2749,1,289
2020-06-24,"06/24/20 14:35:00",62.6,22.61,28.05,0,15.13,1.3,3.5,0.2749,0.7,302
2020-06-24,"06/24/20 14:40:00",58.4,23.57,28.07,0,14.95,1.7,3.5,0.2749,1,265
2020-06-24,"06/24/20 14:45:00",59,22.35,28.1,0,13.96,2.3,3.5,0.2749,1,261
2020-06-24,"06/24/20 14:50:00",59.4,21.75,28.1,0,13.51,2,3.5,0.2746,1,274
2020-06-24,"06/24/20 14:55:00",60.9,21.44,28.1,0,13.6,1.7,3.5,0.2746,0.7,300
2020-06-24,"06/24/20 15:00:00",62.1,21.15,28.12,0,13.63,1.3,3.5,0.2746,0.7,292
2020-06-24,"06/24/20 15:05:00",63.3,21.01,28.15,0,13.79,1.7,3.5,0.2746,0.3,309
2020-06-24,"06/24/20 15:10:00",63,21.08,28.17,0,13.78,1,3.5,0.2746,0.3,289
2020-06-24,"06/24/20 15:15:00",64,21.25,28.17,0,14.18,1,3.5,0.2753,0.3,350
2020-06-24,"06/24/20 15:20:00",64.5,21.75,28.2,0,14.78,1.3,3.5,0.2746,0.3,309
2020-06-24,"06/24/20 15:25:00",61.3,23.23,28.22,0,15.39,1.7,4.1,0.2746,0.7,293
2020-06-24,"06/24/20 15:30:00",60.8,22.15,28.22,0,14.25,2,4.1,0.2746,1,347
2020-06-24,"06/24/20 15:35:00",61.3,21.6,28.25,0,13.86,2.3,3.5,0.2743,0.7,307
2020-06-24,"06/24/20 15:40:00",62.7,21.25,28.27,0,13.87,1.7,3.5,0.2743,0.7,292
2020-06-24,"06/24/20 15:45:00",63.4,22.08,28.27,0,14.83,1.3,4.1,0.2743,0.7,291
2020-06-24,"06/24/20 15:50:00",60.1,23.35,28.3,0,15.2,1.3,4.1,0.2739,0.3,267
2020-06-24,"06/24/20 15:55:00",57.9,23.11,28.3,0,14.39,1.7,3.5,0.2739,0.7,296
2020-06-24,"06/24/20 16:00:00",59.2,23.09,28.32,0,14.71,2,3.5,0.2739,1,274
2020-06-24,"06/24/20 16:05:00",56.7,23.14,28.32,0,14.09,2,3.5,0.2739,1,275
2020-06-24,"06/24/20 16:10:00",58.1,23.33,28.32,0,14.65,1.7,3.5,0.2736,1,281
2020-06-24,"06/24/20 16:15:00",55.9,23.38,28.34,0,14.09,1.7,3.5,0.2739,0.7,291
2020-06-24,"06/24/20 16:20:00",56.4,23.16,28.34,0,14.03,2,3.5,0.2732,1,284
2020-06-24,"06/24/20 16:25:00",56.2,23.38,28.37,0,14.18,1.7,3.5,0.2736,0.7,256
2020-06-24,"06/24/20 16:30:00",56.7,23.54,28.37,0,14.47,1.3,3.5,0.2736,0.3,282
2020-06-24,"06/24/20 16:35:00",56,23.47,28.39,0,14.21,1.7,3.5,0.2732,1,284
2020-06-24,"06/24/20 16:40:00",55.9,23.09,28.39,0,13.83,1.7,3.5,0.2732,0.7,281
2020-06-24,"06/24/20 16:45:00",57.4,23.11,28.39,0,14.26,1.7,3.5,0.2732,0.3,313
2020-06-24,"06/24/20 16:50:00",56.5,22.94,28.39,0,13.86,1.7,3.5,0.2732,1,282
2020-06-24,"06/24/20 16:55:00",56.9,23.06,28.42,0,14.08,1.7,3.5,0.2732,0.7,267
2020-06-24,"06/24/20 17:00:00",56.2,22.99,28.42,0,13.82,1.7,3.5,0.2732,0.7,305
2020-06-24,"06/24/20 17:05:00",56.7,23.09,28.42,0,14.04,1.3,3.5,0.2729,0.3,261
2020-06-24,"06/24/20 17:10:00",56.2,22.97,28.42,0,13.8,1.3,3.5,0.2729,0.7,285
2020-06-24,"06/24/20 17:15:00",56.6,22.25,28.44,0,13.24,1.7,3.5,0.2729,0.7,284
2020-06-24,"06/24/20 17:20:00",59.1,21.96,28.44,0,13.63,1,3.5,0.2729,0.3,292
2020-06-24,"06/24/20 17:25:00",59.6,21.89,28.44,0,13.69,1,3.5,0.2729,0.3,291
2020-06-24,"06/24/20 17:30:00",60.1,21.8,28.44,0,13.73,1,3.5,0.2729,0.3,271
2020-06-24,"06/24/20 17:35:00",58.8,21.65,28.44,0,13.26,1.3,3.5,0.2726,0.7,288
2020-06-24,"06/24/20 17:40:00",60,21.58,28.44,0,13.5,1,3.5,0.2726,0.3,303
2020-06-24,"06/24/20 17:45:00",60.5,21.51,28.44,0,13.56,0.7,3.5,0.2726,0.3,257
2020-06-24,"06/24/20 17:50:00",60.9,21.44,28.44,0,13.6,0.7,3.5,0.2726,0.3,270
2020-06-24,"06/24/20 17:55:00",60.6,21.65,28.44,0,13.72,1,3.5,0.2726,0.3,226
2020-06-24,"06/24/20 18:00:00",61.8,22.44,28.47,0,14.77,1,3.5,0.2726,0.3,226
2020-06-24,"06/24/20 18:05:00",59.1,22.85,28.47,0,14.46,1,3.5,0.2726,0.3,271
2020-06-24,"06/24/20 18:10:00",59.7,22.94,28.47,0,14.71,1,3.5,0.2726,0.3,263
2020-06-24,"06/24/20 18:15:00",60.2,22.47,28.47,0,14.39,1,3.5,0.2722,0.3,263
2020-06-24,"06/24/20 18:20:00",60.8,21.8,28.47,0,13.91,1.3,3.5,0.2722,0.3,227
2020-06-24,"06/24/20 18:25:00",61.7,21.37,28.47,0,13.73,0.7,3.5,0.2722,0.3,206
2020-06-24,"06/24/20 18:30:00",62.3,21.41,28.47,0,13.93,0.7,3.5,0.2722,0,216
2020-06-24,"06/24/20 18:35:00",63.5,21.41,28.47,0,14.22,1,3.5,0.2722,0.3,226
2020-06-24,"06/24/20 18:40:00",63.1,21.7,28.47,0,14.39,1,3.5,0.2722,0.7,274
2020-06-24,"06/24/20 18:45:00",61.7,21.84,28.47,0,14.18,1.3,3.5,0.2722,0.3,211
2020-06-24,"06/24/20 18:50:00",61.4,21.75,28.47,0,14.02,1,3.5,0.2722,0.3,225
2020-06-24,"06/24/20 18:55:00",62.7,21.6,28.47,0,14.21,0.7,3.5,0.2722,0,79
2020-06-24,"06/24/20 19:00:00",61.2,21.65,28.47,0,13.88,1,3.5,0.2722,0.3,253
2020-06-24,"06/24/20 19:05:00",60.9,21.72,28.47,0,13.87,1,3.5,0.2719,0.3,260
2020-06-24,"06/24/20 19:10:00",61.4,21.8,28.47,0,14.06,1,3.5,0.2719,0.3,275
2020-06-24,"06/24/20 19:15:00",60.7,21.68,28.47,0,13.77,1,3.5,0.2719,0.3,317
2020-06-24,"06/24/20 19:20:00",61.8,21.65,28.47,0,14.03,0.7,3.5,0.2719,0.3,284
2020-06-24,"06/24/20 19:25:00",62.9,21.51,28.47,0,14.16,1.3,3.5,0.2719,0.3,194
2020-06-24,"06/24/20 19:30:00",65.7,21.27,28.47,0,14.61,2,3.5,0.2719,0.3,190
2020-06-24,"06/24/20 19:35:00",67.1,21.1,28.47,0,14.78,1,3.5,0.2719,0.3,173
2020-06-24,"06/24/20 19:40:00",68,21.08,28.47,0,14.96,0.7,3.5,0.2719,0.3,241
2020-06-24,"06/24/20 19:45:00",67.5,21.08,28.47,0,14.85,1,3.5,0.2719,0.3,225
2020-06-24,"06/24/20 19:50:00",68.2,20.96,28.47,0,14.9,0.7,3.5,0.2719,0.3,223
2020-06-24,"06/24/20 19:55:00",68.9,20.82,28.47,0,14.92,1,3.5,0.2719,0.3,184
2020-06-24,"06/24/20 20:00:00",69.4,20.63,28.44,0,14.85,0.7,3.5,0.2719,0,170
2020-06-24,"06/24/20 20:05:00",70,20.46,28.44,0,14.82,0.3,3.5,0.2715,0,173
2020-06-24,"06/24/20 20:10:00",70.6,20.27,28.44,0,14.77,0.3,3.5,0.2715,0,173
2020-06-24,"06/24/20 20:15:00",72.2,20.13,28.44,0,14.98,0.3,3.5,0.2715,0,173
2020-06-24,"06/24/20 20:20:00",72.4,19.94,28.44,0,14.84,0,4.1,0.2715,0,173
2020-06-24,"06/24/20 20:25:00",73.3,19.6,28.44,0,14.71,0,4.1,0.2715,0,173
2020-06-24,"06/24/20 20:30:00",74.2,19.32,28.44,0,14.63,0,4.1,0.2715,0,173
2020-06-24,"06/24/20 20:35:00",75.1,19.17,28.42,0,14.68,0.3,4.1,0.2715,0,126
2020-06-24,"06/24/20 20:40:00",75.8,19.03,28.42,0,14.68,0,4.1,0.2715,0,107
2020-06-24,"06/24/20 20:45:00",75.5,19.27,28.42,0,14.85,0.7,4.1,0.2715,0.3,140
2020-06-24,"06/24/20 20:50:00",75.6,19.2,28.42,0,14.8,2,4.1,0.2715,0,168
2020-06-24,"06/24/20 20:55:00",75.5,19.01,28.42,0,14.6,0.3,4.1,0.2715,0,183
2020-06-24,"06/24/20 21:00:00",75.9,18.79,28.39,0,14.47,0,4.1,0.2715,0,185
2020-06-24,"06/24/20 21:05:00",75.5,18.75,28.39,0,14.35,0.3,4.1,0.2715,0,185
2020-06-24,"06/24/20 21:10:00",75.2,18.72,28.39,0,14.26,1,4.1,0.2712,0,213
2020-06-24,"06/24/20 21:15:00",75.7,18.34,28.39,0,14,0,4.1,0.2712,0,222
2020-06-24,"06/24/20 21:20:00",76.8,17.99,28.39,0,13.87,0.7,4.1,0.2712,0,173
2020-06-24,"06/24/20 21:25:00",78,17.63,28.37,0,13.77,0,4.7,0.2712,0,163
2020-06-24,"06/24/20 21:30:00",78.8,17.34,28.37,0,13.65,0,4.7,0.2715,0,163
2020-06-24,"06/24/20 21:35:00",79.9,17.13,28.34,0,13.65,0,5.3,0.2712,0,163
2020-06-24,"06/24/20 21:40:00",80.4,17.01,28.34,0,13.63,0,5.3,0.2712,0,163
2020-06-24,"06/24/20 21:45:00",81.1,16.89,28.34,0,13.65,0,5.9,0.2712,0,163
2020-06-24,"06/24/20 21:50:00",81.7,16.77,28.34,0,13.65,0,5.9,0.2712,0,163
2020-06-24,"06/24/20 21:55:00",82.3,16.65,28.32,0,13.64,0,7.6,0.2712,0,163
2020-06-24,"06/24/20 22:00:00",83,16.63,28.32,0,13.75,0,8.2,0.2712,0,163
2020-06-24,"06/24/20 22:05:00",82.9,17.11,28.3,0,14.2,0,10.6,0.2712,0,163
2020-06-24,"06/24/20 22:10:00",82,17.34,28.3,0,14.26,0,9.4,0.2712,0,163
2020-06-24,"06/24/20 22:15:00",82.1,17.34,28.3,0,14.28,0,12.4,0.2712,0,163
2020-06-24,"06/24/20 22:20:00",82.2,17.25,28.27,0,14.2,0,11.2,0.2712,0,163
2020-06-24,"06/24/20 22:25:00",82.9,17.22,28.27,0,14.31,0,14.7,0.2712,0,163
2020-06-24,"06/24/20 22:30:00",83.7,17.11,28.25,0,14.34,0,64.7,0.2712,0,163
2020-06-24,"06/24/20 22:35:00",84.5,16.96,28.25,0,14.35,0,83.5,0.2712,0,163
2020-06-24,"06/24/20 22:40:00",84.6,16.8,28.22,0,14.21,0,90.6,0.2712,0,163
2020-06-24,"06/24/20 22:45:00",85.4,16.37,28.22,0,13.93,0,89.4,0.2708,0,163
2020-06-24,"06/24/20 22:50:00",86.3,16.11,28.22,0,13.83,0,92.9,0.2712,0,163
2020-06-24,"06/24/20 22:55:00",87.3,15.87,28.2,0,13.78,0,94.7,0.2712,0,163
2020-06-24,"06/24/20 23:00:00",87.9,15.72,28.2,0,13.74,0,94.7,0.2712,0,163
